	0	1	2	3	4	5	6	7	8	9
(R)-3-Hydroxydecanoyl-[acyl-carrier protein]	('2-(R)-hydroxypropyl-CoM', 86)	"(""3',5'-di-C-glucosylphloretin"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('3-hydroxy-5-oxohexanoyl-CoA', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)
4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol	('4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol', 91)	('1,4-dideoxy-1,4-imino-D-mannitol', 86)	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(22&alpha;)-hydroxy-campest-4-en-3-one', 86)	('2,3,5,6-tetrachloro-1,4-benzoquinone', 86)	('(2S)-2-acetamido-4-aminobutanoate', 86)	('4-pipecoline', 86)	('4-ethynyltoluene', 86)
Xylulose 5-phosphate	('D-xylulose 5-phosphate', 95)	('L-xylulose 5-phosphate', 95)	('D-xylose 5-phosphate', 90)	('S-methyl-1-thioxylulose 5-phosphate', 90)	('L-xylulose 1-phosphate', 90)	('1-deoxy-D-xylulose 5-phosphate', 90)	('phosphate', 90)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"
6-Phosphogluconic acid	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	"(""kaempferol 7-O-&beta;-D-(6''-O-malonyl)-glucoside"", 86)"	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('(3Z,5S,6E,8E,10E)-1-aminododeca-3,6,8,10-tetraen-5-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)
Adenylsuccinic acid	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)	('monic acid', 86)	('ulvanobiouronic acid 3-sulfate A', 86)	('ulvanobiouronic acid 3-sulfate B', 86)	('dihydroartemisinic acid hydroperoxide', 86)	('tannic acid', 86)	('domoic acid', 86)	('phaseic acid', 86)
Glucose 6-phosphate	('&alpha;-D-glucose 6-phosphate', 95)	('&beta;-D-glucose 6-phosphate', 95)	('2-deoxy-D-glucose 6-phosphate', 90)	('aldehydo-D-glucose 6-phosphate', 90)	('phosphate', 90)	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('2-cyano-6-hydroxybenzothiazole', 86)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('&omega;-saturated C55 dolichol phosphate', 86)
5,10-Methenyltetrahydrofolic acid	('pseudolaric acid C', 86)	('pseudolaric acid A', 86)	('pseudolaric acid B', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)
(S)-Dihydroorotate	('(S)-dihydroorotate', 100)	('orotate', 90)	('S-(hydroxymethyl)bacillithiol', 86)	('(S)-glaucine', 86)	('(S)-demethyl-4-deoxygadusol', 86)	('S-(+)-3,6,8-trimethylallantoin', 86)	('N-3-fumaramoyl-(S)-2,3-diaminopropanoyl-adenylate', 86)	('L-alanin-3-yl L-histidin-5-yl S-oxide', 86)	('(S)-6-O-methylnorlaudanosoline', 86)	('(S)-3-chloro-1-phenyl-1-propanol', 86)
Putrescine	('putrescine', 100)	('monofluoromethylputrescine', 90)	('2-hydroxyputrescine', 90)	('N-acetylputrescine', 90)	('N-methylputrescine', 90)	('N-hydroxyputrescine', 90)	('N-hydroxy-N-succinyl-putrescine', 90)	('putrescine dihydrochloride', 90)	('&gamma;-glutamyl-L-putrescine', 90)	('N-carbamoylputrescine', 90)
5'-Thymidylic acid	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	"(""3',5'-di-C-glucosylphloretin"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	('3-hydroxy-5-oxohexanoyl-CoA', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)	('5-methyl-N-(4-nitrophenyl)thiophene-2-carboxamide', 86)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)
Lanosterol	('lanosterol', 100)	('30-oxolanosterol', 90)	('14-demethyllanosterol', 90)	('30-hydroxylanosterol', 90)	('24,25-dihydrolanosterol', 90)	('7-oxo-24(25)-dihydro-29-nor-lanosterol', 90)	('lathosterol', 86)	('lanosteryl oleate', 81)	('ignosterol', 80)	('crinosterol', 76)
D-Ribulose 5-phosphate	('D-ribulose 5-phosphate', 100)	('L-ribulose 5-phosphate', 95)	('D-ribulose 1-phosphate', 95)	('D-ribulose', 90)	('1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate', 90)	('phosphate', 90)	('D-ribulose-1,5-bisphosphate', 90)	('D-ribose 5-triphosphate', 89)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)
Formic acid	('pseudolaric acid C', 86)	('pseudolaric acid A', 86)	('pseudolaric acid B', 86)	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('juvenile hormone I acid', 86)	('juvenile hormone III acid', 86)	('juvenile hormone II acid', 86)	('dihydromonacolin L acid', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)
AICAR	('2-pyrone-4,6-dicarboxylate', 72)	('acetylenedicarboxylate', 72)	('2,5-pyridinedicarboxylate', 72)	('dithiocarbamate', 72)	('diphenylthiocarbazone', 72)	('CDP-ascarylose', 72)	('acarviosin', 72)	('acarbose 7<sup>IV</sup>-phosphate', 72)	('acarbose', 72)	('baicalin', 72)
NADH	('NADH', 100)	('isonicotinate acyl-NADH adduct', 90)	('(S)-NADHX', 90)	('(R)-NADHX', 90)	('&alpha;-NADH', 90)	('3-acetyl-NADH', 90)	('NADPH', 89)	('thio-NAD', 77)	('FADH', 75)	('2-chloro-1,4-naphthoquinone', 68)
Dimethylallylpyrophosphate	('phosphate', 90)	('phosphinate', 81)	('phosphite', 80)	('phosphane', 80)	('dimethylthiophosphate', 77)	('diethylphosphate', 76)	('triphosphate', 75)	('diphosphate', 74)	('phosphonate', 74)	('diethylthiophosphate', 74)
SAICAR	('phosphoribulosylformimino-AICAR-phosphate', 75)	('tretazicar', 75)	('saccharin', 67)	('icariin', 62)	('(-)-sativan', 62)	('salicin', 62)	('salicortin', 62)	('salicylate', 62)	('pseudolaric acid C', 60)	('pseudolaric acid A', 60)
Acetyl-[acyl-carrier protein]	('N-acetyl-D-glucosaminyl-tunicaminyl-uracil', 86)	('N-acetyl-D-glucosaminyl-N-acetyl-tunicaminyl-uracil', 86)	('&beta;-D-glucuronosyl-(1&rarr;3)-N-acetyl-&alpha;-D-galactosaminyl-(1&rarr;6)-N-acetyl-&alpha;-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol', 86)	('N-acetyl-&alpha;-D-galactosaminyl-(1&rarr;6)-N-acetyl-&alpha;-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol', 86)	('N-acetyl-&alpha;-D-glucosaminyl-phospho-ditrans,octacis-undecaprenol', 86)	('&beta;-D-galactosyl-[1&rarr;3]-N-acetyl-&beta;-D-glucosaminyl-[1&rarr;3]-&alpha;-D-galactosyl-[1&rarr;3]-N-acetyl-D-galactosamine', 86)	('3-acetyl T-2 toxin', 86)	('UDP-4-amino-4,6-dideoxy-<em>N</em>-acetyl-&beta;-<small>L</small>-idosamine', 86)	('UDP-4-amino-4,6-dideoxy-N-acetyl-&beta;-L-altrosamine', 86)	('4-deoxy-&beta;-D-gluc-4-enuronosyl-(1,4)-N-acetyl-D-galactosamine', 86)
Glutathione	('glutathione', 100)	('2,4-dinitrophenyl-S-glutathione', 90)	('S-sulfanylglutathione', 90)	('selenodiglutathione', 90)	('CoA-glutathione mixed disulfide', 90)	('glutathione disulfide', 90)	('parthenolide-glutathione', 90)	('indol-3-ylmethylisothiocyanate-glutathione', 90)	('indol-3-ylmethyl-glutathione', 90)	('(R)-S-lactoylglutathione', 90)
Ferrocytochrome C	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	"(""3',5'-di-C-glucosylphloretin"", 86)"	('1,6,8-trihydroxy-1H,3H-cyclohepta[c]furan-5-one', 86)	"(""2'-N,N-dihydroxy-nocardicin c"", 86)"	('2-C-methyl-D-erythritol-2,4-cyclodiphosphate', 86)	('prepatellamide C containing thiazoline residues', 86)	('2-C-methyl-D-erythritol 4-phosphate', 86)	('O-carbamoyl-deacetylcephalosporin C', 86)	"(""4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"", 86)"	('dTDP-2,3,6-trideoxy-3-C-methyl-3-nitro-&beta;-L-arabino-hexopyranose', 86)
5,10-Methylene-THF	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	"(""3',5'-di-C-glucosylphloretin"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	('3-hydroxy-5-oxohexanoyl-CoA', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)	('5-methyl-N-(4-nitrophenyl)thiophene-2-carboxamide', 86)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)
Acetoacetyl-CoA	('acetoacetyl-CoA', 100)	('acetyl-CoA', 90)	('2-methylacetoacetyl-CoA', 90)	('3-hydroxy-5-oxohexanoyl-CoA', 86)	('2-hydroxy-2-methylpropanoyl-CoA', 86)	('2-methyl-3-butenoyl-CoA', 86)	('1,4-diketo-2-naphthoyl-CoA', 86)	('(3,5-dihydroxyphenyl)acetyl-CoA', 86)	('2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA', 86)	('(R)-2-hydroxybutanoyl-CoA', 86)
2-Oxoglutaramate	('2-oxoglutaramate', 100)	('4-oxoglutaramate', 94)	('2-oxoglutarate', 93)	('N-methyl-2-oxoglutaramate', 90)	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('(2S)-2-{[1-(R)-carboxyethyl]amino}pentanoate', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	('2-cyano-6-hydroxybenzothiazole', 86)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	('(Z)-N-hydroxy-2-(4-hydroxyphenyl)acetimidothioate', 86)
(R)-3-Hydroxypalmitoyl-[acyl-carrier protein]	('2-(R)-hydroxypropyl-CoM', 86)	"(""3',5'-di-C-glucosylphloretin"", 86)"	('3-hydroxy-5-oxohexanoyl-CoA', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)
L-Glutamate 5-semialdehyde	('L-glutamate-5-semialdehyde', 100)	('N-acetyl-L-glutamate 5-semialdehyde', 95)	('L-glutamate', 90)	('N<sup>2</sup>-succinyl-L-glutamate 5-semialdehyde', 90)	('glutarate semialdehyde', 88)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)
