RxnId	Equation	Definition
R05190	C00024 + n C00083 + 2n C00005 + 4n C00080 <=> C02843 + n C00010 + n C00011 + 2n C00006 + n C00001	Acetyl-CoA + n Malonyl-CoA + 2n NADPH + 4n H+ <=> Long-chain acyl-CoA + n CoA + n CO2 + 2n NADP+ + n H2O
R10700	C05764 + C00010 <=> C00154 + C00229	Hexadecanoyl-[acp] + CoA <=> Palmitoyl-CoA + Acyl-carrier protein
R01462	C02530 + C00001 <=> C00187 + C00162	Cholesterol ester + H2O <=> Cholesterol + Fatty acid
R02237	C00002 + C00921 + C00025 <=> C00008 + C00009 + C00415	ATP + Dihydropteroate + L-Glutamate <=> ADP + Orthophosphate + Dihydrofolate
R00959	C00103 <=> C00668	D-Glucose 1-phosphate <=> alpha-D-Glucose 6-phosphate
R01057	C00620 <=> C00117	alpha-D-Ribose 1-phosphate <=> D-Ribose 5-phosphate
R08639	C00103 <=> C00092	D-Glucose 1-phosphate <=> D-Glucose 6-phosphate
R00355	C00049 + C00026 <=> C00036 + C00025	L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate
R00896	C00097 + C00026 <=> C00957 + C00302	L-Cysteine + 2-Oxoglutarate <=> Mercaptopyruvate + Glutamate
R02433	C00506 + C00026 <=> C05528 + C00025	L-Cysteate + 2-Oxoglutarate <=> 3-Sulfopyruvate + L-Glutamate
R02619	C00606 + C00026 <=> C05527 + C00025	3-Sulfino-L-alanine + 2-Oxoglutarate <=> 3-Sulfinylpyruvate + L-Glutamate
R05052	C05947 + C00026 <=> C05946 + C00025	L-erythro-4-Hydroxyglutamate + 2-Oxoglutarate <=> (4R)-4-Hydroxy-2-oxoglutarate + L-Glutamate
R00768	C00064 + C00085 <=> C00025 + C00352	L-Glutamine + D-Fructose 6-phosphate <=> L-Glutamate + D-Glucosamine 6-phosphate
R01351	C01885 + C00001 <=> C00116 + C00162	1-Acylglycerol + H2O <=> Glycerol + Fatty acid
R03269	C04352 <=> C01134 + C00011	(R)-4'-Phosphopantothenoyl-L-cysteine <=> Pantetheine 4'-phosphate + CO2
R02025	C00073 + C00343 + C00001 <=> C02989 + C00342	L-Methionine + Thioredoxin disulfide + H2O <=> L-Methionine S-oxide + Thioredoxin
R00124	C00002 + C00008 <=> C00008 + C00002	ATP + ADP <=> ADP + ATP
R00139	C11038 + C00002 <=> C11039 + C00008	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate + ATP <=> 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate + ADP
R00156	C00002 + C00015 <=> C00008 + C00075	ATP + UDP <=> ADP + UTP
R00330	C00002 + C00035 <=> C00008 + C00044	ATP + GDP <=> ADP + GTP
R00570	C00002 + C00112 <=> C00008 + C00063	ATP + CDP <=> ADP + CTP
R00722	C00002 + C00104 <=> C00008 + C00081	ATP + IDP <=> ADP + ITP
R01137	C00002 + C00206 <=> C00008 + C00131	ATP + dADP <=> ADP + dATP
R01857	C00002 + C00361 <=> C00008 + C00286	ATP + dGDP <=> ADP + dGTP
R02093	C00002 + C00363 <=> C00008 + C00459	ATP + dTDP <=> ADP + dTTP
R02326	C00002 + C00705 <=> C00008 + C00458	ATP + dCDP <=> ADP + dCTP
R02331	C00002 + C01346 <=> C00008 + C00460	ATP + dUDP <=> ADP + dUTP
R03530	C00002 + C01344 <=> C00008 + C01345	ATP + dIDP <=> ADP + dITP
R11894	C00002 + C21748 <=> C00008 + C21749	ATP + 5-Fluorouridine diphosphate <=> ADP + 5-Fluorouridine triphosphate
R11895	C00002 + C21750 <=> C00008 + C21751	ATP + 5-Fluorodeoxyuridine diphosphate <=> ADP + 5-Fluorodeoxyuridine triphosphate
R01068	C00354 <=> C00111 + C00118	D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate
R01070	C05378 <=> C00111 + C00118	beta-D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate
R01829	C00447 <=> C00111 + C00279	Sedoheptulose 1,7-bisphosphate <=> Glycerone phosphate + D-Erythrose 4-phosphate
R02568	C01094 <=> C00111 + C00577	D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde
R02767	C01271 + C00006 <=> C00685 + C00005 + C00080	(3R)-3-Hydroxyacyl-[acyl-carrier protein] + NADP+ <=> 3-Oxoacyl-[acyl-carrier protein] + NADPH + H+
R04533	C04618 + C00006 <=> C05744 + C00005 + C00080	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=> Acetoacetyl-[acp] + NADPH + H+
R04534	C04619 + C00006 <=> C05753 + C00005	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH
R04536	C04620 + C00006 <=> C05750 + C00005 + C00080	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+
R04543	C04633 + C00006 <=> C05762 + C00005 + C00080	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH + H+
R04566	C04688 + C00006 <=> C05759 + C00005 + C00080	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + NADPH + H+
R04953	C05747 + C00006 <=> C05746 + C00005 + C00080	(R)-3-Hydroxyhexanoyl-[acp] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH + H+
R04964	C05757 + C00006 <=> C05756 + C00005 + C00080	(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+
R07763	C16219 + C00005 + C00080 <=> C16220 + C00006	3-Oxostearoyl-[acp] + NADPH + H+ <=> (R)-3-Hydroxyoctadecanoyl-[acp] + NADP+
R10116	C20372 + C00005 + C00080 <=> C20373 + C00006	3-Ketoglutaryl-[acp] methyl ester + NADPH + H+ <=> 3-Hydroxyglutaryl-[acp] methyl ester + NADP+
R10120	C20376 + C00005 + C00080 <=> C20377 + C00006	3-Ketopimeloyl-[acp] methyl ester + NADPH + H+ <=> 3-Hydroxypimeloyl-[acp] methyl ester + NADP+
R11671	C00083 + C00024 <=> C05223	Malonyl-CoA + Acetyl-CoA <=> Dodecanoyl-[acyl-carrier protein]
R00214	C00149 + C00003 <=> C00022 + C00011 + C00004 + C00080	(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+
R00158	C00002 + C00105 <=> C00008 + C00015	ATP + UMP <=> ADP + UDP
R00512	C00002 + C00055 <=> C00008 + C00112	ATP + CMP <=> ADP + CDP
R01665	C00002 + C00239 <=> C00008 + C00705	ATP + dCMP <=> ADP + dCDP
R11891	C00002 + C16634 <=> C00008 + C21748	ATP + 5-Fluorouridine monophosphate <=> ADP + 5-Fluorouridine diphosphate
R11892	C00002 + C04242 <=> C00008 + C21750	ATP + 5-Fluorodeoxyuridine monophosphate <=> ADP + 5-Fluorodeoxyuridine diphosphate
R00509	C00002 + C00224 <=> C00008 + C00053	ATP + Adenylyl sulfate <=> ADP + 3'-Phosphoadenylyl sulfate
R04928	C00002 + C05686 <=> C00008 + C05696	ATP + Adenylylselenate <=> ADP + 3'-Phosphoadenylylselenate
R01310	C00157 + C00001 <=> C00416 + C00114	Phosphatidylcholine + H2O <=> Phosphatidate + Choline
R02051	C00350 + C00001 <=> C00189 + C00416	Phosphatidylethanolamine + H2O <=> Ethanolamine + Phosphatidate
R07385	C04756 + C00001 <=> C15647 + C00189	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + Ethanolamine
R03194	2 C00019 + C01051 <=> 2 C00021 + C02463	2 S-Adenosyl-L-methionine + Uroporphyrinogen III <=> 2 S-Adenosyl-L-homocysteine + Precorrin 2
R01218	C00143 + C00003 <=> C00445 + C00004	5,10-Methylenetetrahydrofolate + NAD+ <=> 5,10-Methenyltetrahydrofolate + NADH
R01315	C00157 + C00001 <=> C04230 + C00162	Phosphatidylcholine + H2O <=> 1-Acyl-sn-glycero-3-phosphocholine + Fatty acid
R01317	C00157 + C00001 <=> C04230 + C00219	Phosphatidylcholine + H2O <=> 1-Acyl-sn-glycero-3-phosphocholine + Arachidonate
R02053	C00350 + C00001 <=> C04438 + C00162	Phosphatidylethanolamine + H2O <=> 1-Acyl-sn-glycero-3-phosphoethanolamine + Fatty acid
R07064	C00157 + C00001 <=> C04230 + C01595	Phosphatidylcholine + H2O <=> 1-Acyl-sn-glycero-3-phosphocholine + Linoleate
R07379	C04756 + C00001 <=> C04635 + C00060	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine + Carboxylate
R07387	C05212 + C00001 <=> C04317 + C00060	1-Radyl-2-acyl-sn-glycero-3-phosphocholine + H2O <=> 1-Organyl-2-lyso-sn-glycero-3-phosphocholine + Carboxylate
R07859	C00157 + C00001 <=> C04230 + C06427	Phosphatidylcholine + H2O <=> 1-Acyl-sn-glycero-3-phosphocholine + (9Z,12Z,15Z)-Octadecatrienoic acid
R00341	C00002 + C00036 <=> C00008 + C00074 + C00011	ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2
R00650	C00019 + C00155 <=> C00021 + C00073	S-Adenosyl-L-methionine + L-Homocysteine <=> S-Adenosyl-L-homocysteine + L-Methionine
R01402	C00170 + C00009 <=> C00147 + C04188	5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate
R01127	C00130 + C00001 <=> C04734	IMP + H2O <=> 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide
R04560	C00234 + C04677 <=> C00101 + C04734	10-Formyltetrahydrofolate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide <=> Tetrahydrofolate + 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide
R07215	C01189 + 2 C00999 + C00007 + 2 C00080 <=> C01164 + 2 C00996 + 2 C00001	Lathosterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> 7-Dehydrocholesterol + 2 Ferricytochrome b5 + 2 H2O
R07486	C15782 + 2 C00999 + C00007 + 2 C00080 <=> C15783 + 2 C00996 + 2 C00001	Delta7-Avenasterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> 5-Dehydroavenasterol + 2 Ferricytochrome b5 + 2 H2O
R07491	C15777 + 2 C00999 + C00007 + 2 C00080 <=> C15780 + 2 C00996 + 2 C00001	Episterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> 5-Dehydroepisterol + 2 Ferricytochrome b5 + 2 H2O
R07505	C15777 + 2 C00999 + C00007 + 2 C00080 <=> C15778 + 2 C00996 + 2 C00001	Episterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> 5,7,24(28)-Ergostatrienol + 2 Ferricytochrome b5 + 2 H2O
R12479	G10694 + 3 C00001 <=> G00012 + 3 C00159	G10694 + 3 H2O <=> G00012 + 3 D-Mannose
R07495	C15816 + C00005 + C00080 <=> C05103 + C00006	3-Keto-4-methylzymosterol + NADPH + H+ <=> 4alpha-Methylzymosterol + NADP+
R12405	C22136 + C00005 + C00080 <=> C05437 + C00006	Zymosterone + NADPH + H+ <=> Zymosterol + NADP+
R01021	C00002 + C00114 <=> C00008 + C00588	ATP + Choline <=> ADP + Choline phosphate
R10507	C00148 + C00016 <=> C03912 + C01352	L-Proline + FAD <=> (S)-1-Pyrroline-5-carboxylate + FADH2
R02869	C01137 + C00315 <=> C00170 + C00750	S-Adenosylmethioninamine + Spermidine <=> 5'-Methylthioadenosine + Spermine
R01561	C00212 + C00009 <=> C00147 + C00620	Adenosine + Orthophosphate <=> Adenine + alpha-D-Ribose 1-phosphate
R01863	C00294 + C00009 <=> C00262 + C00620	Inosine + Orthophosphate <=> Hypoxanthine + alpha-D-Ribose 1-phosphate
R01969	C00330 + C00009 <=> C00242 + C00672	Deoxyguanosine + Orthophosphate <=> Guanine + 2-Deoxy-D-ribose 1-phosphate
R02147	C00387 + C00009 <=> C00242 + C00620	Guanosine + Orthophosphate <=> Guanine + alpha-D-Ribose 1-phosphate
R02294	C03150 + C00009 <=> C00153 + C00620	Nicotinamide-beta-riboside + Orthophosphate <=> Nicotinamide + alpha-D-Ribose 1-phosphate
R02295	C05841 + C00009 <=> C00253 + C00620 + C00080	Nicotinate D-ribonucleoside + Orthophosphate <=> Nicotinate + alpha-D-Ribose 1-phosphate + H+
R02297	C01762 + C00009 <=> C00385 + C00620	Xanthosine + Orthophosphate <=> Xanthine + alpha-D-Ribose 1-phosphate
R02484	C00526 + C00009 <=> C00106 + C00672	Deoxyuridine + Orthophosphate <=> Uracil + 2-Deoxy-D-ribose 1-phosphate
R02557	C00559 + C00009 <=> C00147 + C00672	Deoxyadenosine + Orthophosphate <=> Adenine + 2-Deoxy-D-ribose 1-phosphate
R02748	C05512 + C00009 <=> C00262 + C00672	Deoxyinosine + Orthophosphate <=> Hypoxanthine + 2-Deoxy-D-ribose 1-phosphate
R08368	C15586 + C00009 <=> C15587 + C00620	N-D-Ribosylpurine + Orthophosphate <=> Purine + alpha-D-Ribose 1-phosphate
R10244	C20463 + C00009 <=> C15587 + C00672	Purine deoxyribonucleoside + Orthophosphate <=> Purine + 2-Deoxy-D-ribose 1-phosphate
R00987	C00328 + C00001 <=> C00108 + C00041	L-Kynurenine + H2O <=> Anthranilate + L-Alanine
R02668	C03227 + C00001 <=> C00632 + C00041	3-Hydroxy-L-kynurenine + H2O <=> 3-Hydroxyanthranilate + L-Alanine
R03936	C02700 + C00001 <=> C05653 + C00041	L-Formylkynurenine + H2O <=> Formylanthranilate + L-Alanine
R12428	C05752 + C22157 <=> C22159 + C00229	Octanoyl-[acp] + Glycine cleavage system H <=> [Glycine cleavage system H]-N6-octanoyl-L-lysine + Acyl-carrier protein
R03362	C00002 + C01194 <=> C00008 + C04549	ATP + 1-Phosphatidyl-D-myo-inositol <=> ADP + 1-Phosphatidyl-1D-myo-inositol 3-phosphate
R01878	C00475 + C00001 <=> C00299 + C00014	Cytidine + H2O <=> Uridine + Ammonia
R02485	C00881 + C00001 <=> C00526 + C00014	Deoxycytidine + H2O <=> Deoxyuridine + Ammonia
R08221	C16635 + C00001 <=> C12739 + C00014	5'-Deoxy-5-fluorocytidine + H2O <=> 5'-Deoxy-5-fluorouridine + Ammonia
R01926	C00319 + C00002 <=> C06124 + C00008	Sphingosine + ATP <=> Sphingosine 1-phosphate + ADP
R02976	C00002 + C00836 <=> C00008 + C01120	ATP + Sphinganine <=> ADP + Sphinganine 1-phosphate
R04756	C05280 <=> C05279	cis,cis-3,6-Dodecadienoyl-CoA <=> trans,cis-Lauro-2,6-dienoyl-CoA
R00494	C00051 + C00001 <=> C01419 + C00025	Glutathione + H2O <=> Cys-Gly + L-Glutamate
R01262	C00051 + C00151 <=> C01419 + C03740	Glutathione + L-Amino acid <=> Cys-Gly + (5-L-Glutamyl)-L-amino acid
R01687	C03193 + C00245 <=> C00012 + C05844	(5-L-Glutamyl)-peptide + Taurine <=> Peptide + 5-L-Glutamyl-taurine
R03867	C02166 + C00045 <=> C05951 + C03363	Leukotriene C4 + Amino acid <=> Leukotriene D4 + 5-L-Glutamyl amino acid
R03916	C02320 + C00001 <=> C05729 + C00025	R-S-Glutathione + H2O <=> R-S-Cysteinylglycine + L-Glutamate
R03970	C02512 + C00025 <=> C05711 + C00001	3-Cyano-L-alanine + L-Glutamate <=> gamma-Glutamyl-beta-cyanoalanine + H2O
R03971	C05670 + C00025 <=> C06114 + C00001	3-Aminopropiononitrile + L-Glutamate <=> gamma-Glutamyl-beta-aminopropiononitrile + H2O
R04935	C03193 + C05689 <=> C00012 + C05695	(5-L-Glutamyl)-peptide + Se-Methyl-L-selenocysteine <=> Peptide + gamma-Glutamyl-Se-methylselenocysteine
R01324	C00158 <=> C00311	Citrate <=> Isocitrate
R01325	C00158 <=> C00417 + C00001	Citrate <=> cis-Aconitate + H2O
R01900	C00311 <=> C00417 + C00001	Isocitrate <=> cis-Aconitate + H2O
R02333	C00461 + n C00001 <=> C00734 + n C00033	Chitin + n H2O <=> Chitosan + n Acetate
R00269	C00940 + C00001 <=> C00026 + C00014	2-Oxoglutaramate + H2O <=> 2-Oxoglutarate + Ammonia
R00348	C02362 + C00001 <=> C00036 + C00014	2-Oxosuccinamate + H2O <=> Oxaloacetate + Ammonia
R03051	C00900 + C00005 + C00080 <=> C04039 + C00006	2-Acetolactate + NADPH + H+ <=> 2,3-Dihydroxy-3-methylbutanoate + NADP+
R04439	C04272 + C00006 <=> C06010 + C00005 + C00080	(R)-2,3-Dihydroxy-3-methylbutanoate + NADP+ <=> (S)-2-Acetolactate + NADPH + H+
R04440	C04272 + C00006 <=> C04181 + C00005 + C00080	(R)-2,3-Dihydroxy-3-methylbutanoate + NADP+ <=> 3-Hydroxy-3-methyl-2-oxobutanoic acid + NADPH + H+
R05068	C06007 + C00006 <=> C14463 + C00005 + C00080	(R)-2,3-Dihydroxy-3-methylpentanoate + NADP+ <=> (R)-3-Hydroxy-3-methyl-2-oxopentanoate + NADPH + H+
R05069	C06006 <=> C14463	(S)-2-Aceto-2-hydroxybutanoate <=> (R)-3-Hydroxy-3-methyl-2-oxopentanoate
R05071	C06010 <=> C04181	(S)-2-Acetolactate <=> 3-Hydroxy-3-methyl-2-oxobutanoic acid
R01083	C03794 <=> C00122 + C00020	N6-(1,2-Dicarboxyethyl)-AMP <=> Fumarate + AMP
R04559	C04823 <=> C00122 + C04677	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole <=> Fumarate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide
R00762	C00354 + C00001 <=> C00085 + C00009	D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate
R04780	C05378 + C00001 <=> C05345 + C00009	beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose 6-phosphate + Orthophosphate
R01993	C00337 + C00001 <=> C00438	(S)-Dihydroorotate + H2O <=> N-Carbamoyl-L-aspartate
R00667	C00077 + C00026 <=> C01165 + C00025	L-Ornithine + 2-Oxoglutarate <=> L-Glutamate 5-semialdehyde + L-Glutamate
R02082	C00418 + C00010 + 2 C00006 <=> C00356 + 2 C00005 + 2 C00080	(R)-Mevalonate + CoA + 2 NADP+ <=> (S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H+
R01978	C00356 + C00010 <=> C00024 + C00001 + C00332	(S)-3-Hydroxy-3-methylglutaryl-CoA + CoA <=> Acetyl-CoA + H2O + Acetoacetyl-CoA
R09737	C00019 + C19858 <=> C00021 + C19859	S-Adenosyl-L-methionine + 2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol <=> S-Adenosyl-L-homocysteine + 6-Methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol
R01870	C01103 + C00013 <=> C00295 + C00119	Orotidine 5'-phosphate + Diphosphate <=> Orotate + 5-Phospho-alpha-D-ribose 1-diphosphate
R02715	C00652 + C00007 <=> C06316 + C00027	D-Arabinono-1,4-lactone + Oxygen <=> Dehydro-D-arabinono-1,4-lactone + Hydrogen peroxide
R02746	C04230 + C00001 <=> C00670 + C00162	1-Acyl-sn-glycero-3-phosphocholine + H2O <=> sn-Glycero-3-phosphocholine + Fatty acid
R02747	C04233 + C00001 <=> C00670 + C00162	2-Acyl-sn-glycero-3-phosphocholine + H2O <=> sn-Glycero-3-phosphocholine + Fatty acid
R03416	C04438 + C00001 <=> C00162 + C01233	1-Acyl-sn-glycero-3-phosphoethanolamine + H2O <=> Fatty acid + sn-Glycero-3-phosphoethanolamine
R03417	C05973 + C00001 <=> C00162 + C01233	2-Acyl-sn-glycero-3-phosphoethanolamine + H2O <=> Fatty acid + sn-Glycero-3-phosphoethanolamine
R00196	C00186 + 2 C00125 <=> C00022 + 2 C00126 + 2 C00080	(S)-Lactate + 2 Ferricytochrome c <=> Pyruvate + 2 Ferrocytochrome c + 2 H+
R00181	C00020 + C00001 <=> C00130 + C00014	AMP + H2O <=> IMP + Ammonia
R04427	C00019 + C05437 <=> C00021 + C04525	S-Adenosyl-L-methionine + Zymosterol <=> S-Adenosyl-L-homocysteine + Fecosterol
R07481	C01902 + C00019 <=> C08830 + C00021	Cycloartenol + S-Adenosyl-L-methionine <=> 24-Methylidenecycloartanol + S-Adenosyl-L-homocysteine
R02530	C03451 <=> C00051 + C00546	(R)-S-Lactoylglutathione <=> Glutathione + Methylglyoxal
R07363	C15606 + C00007 <=> C08276 + C00058 + C00237	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Oxygen <=> 3-(Methylthio)propanoate + Formate + CO
R07364	C15606 + C00007 <=> C01180 + C00058	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Oxygen <=> 4-Methylthio-2-oxobutanoic acid + Formate
R01018	C00063 + C00381 <=> C00112 + C00110	CTP + Dolichol <=> CDP + Dolichyl phosphate
R07506	C15778 + C00005 + C00080 + C00007 <=> C05440 + C00006 + 2 C00001	5,7,24(28)-Ergostatrienol + NADPH + H+ + Oxygen <=> Ergosta-5,7,22,24(28)-tetraen-3beta-ol + NADP+ + 2 H2O
R03899	C02567 + C00007 + C00001 <=> C00315 + C18170 + C00027	N1-Acetylspermine + Oxygen + H2O <=> Spermidine + 3-Acetamidopropanal + Hydrogen peroxide
R09074	C00612 + C00007 + C00001 <=> C00134 + C18170 + C00027	N1-Acetylspermidine + Oxygen + H2O <=> Putrescine + 3-Acetamidopropanal + Hydrogen peroxide
R09076	C00750 + C00007 + C00001 <=> C00315 + C05665 + C00027	Spermine + Oxygen + H2O <=> Spermidine + 3-Aminopropanal + Hydrogen peroxide
R09077	C00315 + C00007 + C00001 <=> C00134 + C05665 + C00027	Spermidine + Oxygen + H2O <=> Putrescine + 3-Aminopropanal + Hydrogen peroxide
R02282	C00437 + C00025 <=> C00077 + C00624	N-Acetylornithine + L-Glutamate <=> L-Ornithine + N-Acetyl-L-glutamate
R03425	C00037 + C02051 <=> C01242 + C00011	Glycine + Lipoylprotein <=> [Protein]-S8-aminomethyldihydrolipoyllysine + CO2
R00742	C00002 + C00024 + C00288 <=> C00008 + C00009 + C00083	ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA
R04385	C00002 + C06250 + C00288 <=> C00008 + C00009 + C04419	ATP + Holo-[carboxylase] + HCO3- <=> ADP + Orthophosphate + Carboxybiotin-carboxyl-carrier protein
R04386	C00024 + C04419 <=> C00083 + C06250	Acetyl-CoA + Carboxybiotin-carboxyl-carrier protein <=> Malonyl-CoA + Holo-[carboxylase]
R02245	C00002 + C00418 <=> C00008 + C01107	ATP + (R)-Mevalonate <=> ADP + (R)-5-Phosphomevalonate
R01230	C00002 + C00655 + C00014 <=> C00020 + C00013 + C00144	ATP + Xanthosine 5'-phosphate + Ammonia <=> AMP + Diphosphate + GMP
R01231	C00002 + C00655 + C00064 + C00001 <=> C00020 + C00013 + C00144 + C00025	ATP + Xanthosine 5'-phosphate + L-Glutamine + H2O <=> AMP + Diphosphate + GMP + L-Glutamate
R08244	C16618 + C00002 + C00064 + C00001 <=> C16619 + C00020 + C00013 + C00025	6-Thioxanthine 5'-monophosphate + ATP + L-Glutamine + H2O <=> 6-Thioguanosine monophosphate + AMP + Diphosphate + L-Glutamate
R03245	C00002 + C01107 <=> C00008 + C01143	ATP + (R)-5-Phosphomevalonate <=> ADP + (R)-5-Diphosphomevalonate
R09289	C01013 + C00006 <=> C00222 + C00005 + C00080	3-Hydroxypropanoate + NADP+ <=> 3-Oxopropanoate + NADPH + H+
R10851	C05519 + C00006 <=> C03508 + C00005 + C00080	L-Allothreonine + NADP+ <=> L-2-Amino-3-oxobutanoic acid + NADPH + H+
R10852	C05519 + C00006 <=> C01888 + C00011 + C00005 + C00080	L-Allothreonine + NADP+ <=> Aminoacetone + CO2 + NADPH + H+
R00261	C00025 <=> C00334 + C00011	L-Glutamate <=> 4-Aminobutanoate + CO2
R00489	C00049 <=> C00099 + C00011	L-Aspartate <=> beta-Alanine + CO2
R01682	C00506 <=> C00245 + C00011	L-Cysteate <=> Taurine + CO2
R02466	C00606 <=> C00519 + C00011	3-Sulfino-L-alanine <=> Hypotaurine + CO2
R05917	G00143 + C00001 <=> G00144 + C00033	G00143 + H2O <=> G00144 + Acetate
R05553	C11355 <=> C00568 + C00022	4-Amino-4-deoxychorismate <=> 4-Aminobenzoate + Pyruvate
R01072	C03090 + C00013 + C00025 <=> C00064 + C00119 + C00001	5-Phosphoribosylamine + Diphosphate + L-Glutamate <=> L-Glutamine + 5-Phospho-alpha-D-ribose 1-diphosphate + H2O
R00691	C00826 <=> C00079 + C00001 + C00011	L-Arogenate <=> L-Phenylalanine + H2O + CO2
R01373	C00254 <=> C00166 + C00001 + C00011	Prephenate <=> Phenylpyruvate + H2O + CO2
R05639	C05108 + C00006 <=> C11455 + C00005 + C00080	14-Demethyllanosterol + NADP+ <=> 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + NADPH + H+
R07483	C11508 + C00005 + C00080 <=> C15776 + C00006	4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol + NADPH + H+ <=> 4alpha-Methylfecosterol + NADP+
R01776	C00024 + C00263 <=> C00010 + C01077	Acetyl-CoA + L-Homoserine <=> CoA + O-Acetyl-L-homoserine
R01777	C00091 + C00263 <=> C00010 + C01118	Succinyl-CoA + L-Homoserine <=> CoA + O-Succinyl-L-homoserine
R00717	C00160 + C00003 <=> C00048 + C00004 + C00080	Glycolate + NAD+ <=> Glyoxylate + NADH + H+
R01388	C00258 + C00003 <=> C00168 + C00004 + C00080	D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+
R03066	C01300 + C00568 <=> C00921 + C00001	6-(Hydroxymethyl)-7,8-dihydropterin + 4-Aminobenzoate <=> Dihydropteroate + H2O
R03067	C04807 + C00568 <=> C00013 + C00921	6-Hydroxymethyl-7,8-dihydropterin diphosphate + 4-Aminobenzoate <=> Diphosphate + Dihydropteroate
R03503	C00002 + C01300 <=> C00020 + C04807	ATP + 6-(Hydroxymethyl)-7,8-dihydropterin <=> AMP + 6-Hydroxymethyl-7,8-dihydropterin diphosphate
R03504	C04874 <=> C00266 + C01300	7,8-Dihydroneopterin <=> Glycolaldehyde + 6-(Hydroxymethyl)-7,8-dihydropterin
R00835	C00092 + C00006 <=> C01236 + C00005 + C00080	D-Glucose 6-phosphate + NADP+ <=> D-Glucono-1,5-lactone 6-phosphate + NADPH + H+
R02736	C01172 + C00006 <=> C01236 + C00005 + C00080	beta-D-Glucose 6-phosphate + NADP+ <=> D-Glucono-1,5-lactone 6-phosphate + NADPH + H+
R10907	C01172 + C00003 <=> C01236 + C00004 + C00080	beta-D-Glucose 6-phosphate + NAD+ <=> D-Glucono-1,5-lactone 6-phosphate + NADH + H+
R01135	C00044 + C00130 + C00049 <=> C00035 + C00009 + C03794	GTP + IMP + L-Aspartate <=> GDP + Orthophosphate + N6-(1,2-Dicarboxyethyl)-AMP
R06259	G10617 + G10595 <=> G10622 + G10596	Dolichyl phosphate D-mannose + G10595 <=> Dolichyl phosphate + G10596
R06261	G10617 + G10597 <=> G10622 + G00007	Dolichyl phosphate D-mannose + G10597 <=> Dolichyl phosphate + G00007
R01085	C02514 + C00001 <=> C00122 + C00022	3-Fumarylpyruvate + H2O <=> Fumarate + Pyruvate
