MetaCycId	Uniprot	lSpecies	lCatalyzes	Names	lGenes	Locations	Component_of	Components	Go_terms	modified_form	component_coefficients	appears_in_left_side_of	isozyme_sequence_similarity
|MONOMER-12797|	P19732	['|TAX-79676|']	[]	['phenol hydroxylase P3 component', 'Protein', 'a protein', 'DmpN']	['|G-9809|']	[]	['|CPLX-7808|']	[]	[]	[]	[]	[]	[]
|MONOMER-19345|	W7MT31	['|TAX-117187|']	['|ENZRXN-23901|']	['fusaric acid synthase', 'Protein', 'a protein']	['|G-44055|']	[]	[]	[]	[]	[]	[]	[]	[]
|ROCFBACSU-MONOMER|		['|TAX-1423|']	['|ENZRXN-1361|']	['Protein', 'RocF', 'a protein']	['|G-288|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15822|	Q68AP4	['|ORG-6157|']	[]	['NfdA', 'N-substituted formamide deformylase subunit', 'Protein', 'a protein']	['|G-12147|']	[]	['|CPLX-8131|']	[]	[]	[]	[]	[]	[]
|MONOMER-17286|	A9WBQ8	['|TAX-1108|']	[]	['acetyl-CoA carboxyltransferase &alpha; subunit', 'Protein', 'a protein', 'AccA']	['|G-15073|']	[]	['|CPLX-8463|']	[]	[]	[]	[]	[]	[]
|MONOMER-18520|	Q5LH69	['|TAX-272559|']	['|ENZRXN-22590|']	['BfMan26', 'Protein', 'ManA', 'a protein']	['|G-17993|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16242|		['|ORG-6176|']	['|ENZRXN-18751|']	['Protein', 'a protein']	['|G-12536|']	[]	[]	[]	[]	[]	[]	[]	[]
|MGI:1927578-MONOMER|	Q9JJY3	['|TAX-10090|']	['|ENZRXN3DJ-33469|']	['nSMase-2', 'neutral sphingomyelinase 2', 'nSMase2', 'neutral sphingomyelinase II', 'sphingomyelin phosphodiesterase 3, neutral', 'Protein', 'a protein']	['|MGI:1927578|']	[]	[]	[]	['|GO:0046872|', '|GO:0016787|', '|GO:0004767|']	[]	[]	[]	[]
|HS03351-MONOMER|	P14920	['|TAX-9606|']	[]	['D-amino acid oxidase subunit', 'Protein', 'a protein']	['|HS03351|']	[]	['|CPLX-7731|']	[]	[]	[]	[]	[]	[]
|EG11268-MONOMER|	P23882	['|TAX-511145|']	['|ENZRXN0-2941|']	['YhdD', 'Ftm', 'Protein', 'a protein', 'Fmt', '10-formyltetrahydrofolate:L-methionyl-tRNA<sup>fMet</sup> <i>N</i>-formyltransferase']	['|EG11268|']	[]	[]	[]	['|GO:0006413|', '|GO:0016742|', '|GO:0016740|', '|GO:0003824|', '|GO:0071951|', '|GO:0009058|', '|GO:0005829|', '|GO:0019988|', '|GO:0006412|', '|GO:0004479|']	[]	[]	[]	[]
|G185E-8098-MONOMER|		['|TAX-83332|']	['|ENZRXN1G-298|', '|ENZRXN1G-297|', '|ENZRXN1G-296|', '|ENZRXN1G-295|', '|ENZRXN1G-294|']	['Protein', 'Rv3802c lipase/thioesterase', 'a protein']	['|G185E-8098|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20958|	B9JK80	['|TAX-311403|']	['|ENZRXN-27334|']	['D-apiose dehydrogenase', 'ApsD', 'Protein', 'a protein']	['|G-80483|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18908|	A5HZW0	['|TAX-441770|']	[]	['BcmB', 'Protein', "5-hydroxymethylcytidine 5'-monophosphate nucleosidase subunit", 'a protein']	['|G-34617|']	[]	['|CPLX-8924|']	[]	[]	[]	[]	[]	[]
|AT4G26420-MONOMER|	F4JUY5	['|ORG-5993|']	['|ENZRXN-17709|', '|ENZRXN-17708|', '|ENZRXN-17707|']	['gibberellin carboxyl methyltransferase', 'Protein', 'gibberellin carboxymethyltransferase', 'a protein']	['|AT4G26420|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13276|	Q01578	['|TAX-542|']	[]	['Gnl', 'Protein', 'gluconolactonase subunit', 'a protein']	['|G-10110|']	[]	['|CPLX-7443|']	[]	[]	[]	[]	[]	[]
|HS08206-MONOMER|	Q16842	['|TAX-9606|']	['|ENZRXN-25365|', '|ENZRXN-25355|', '|ENZRXN-25354|', '|ENZRXN-25327|', '|ENZRXN66-2889|']	['&beta;-galactoside &alpha;-2,3-sialyltransferase 2', 'SIAT4B', 'CMP-<i>N</i>-acetylneuraminate-&beta;-galactosamide-&alpha;-2,3-sialyltransferase 2', 'ST3Gal II', 'ST3GalA.2', 'Gal-&beta;-1,3-GalNAc-&alpha;-2,3-sialyltransferase', 'Protein', 'a protein', 'Gal-NAc6S']	['|HS08206|']	[]	[]	[]	['|GO:0006464|', '|GO:0016021|', '|GO:0005794|', '|GO:0016757|', '|GO:0006486|', '|GO:0006040|', '|GO:0003836|']	[]	[]	[]	[]
|MONOMER-5886|		['|TAX-3039|']	[]	['Protein', 'a protein', 'trehalose phosphorylase subunit']	[]	[]	['|CPLX-4122|']	[]	[]	[]	[]	[]	[]
|AT1G78960-MONOMER|		['|ORG-5993|']	['|ENZRXN-13357|', '|ENZRXN-12831|']	['Protein', 'a protein']	['|AT1G78960|']	[]	[]	[]	[]	[]	[]	[]	[]
|UDPNACETYLMURAMATEDEHYDROG-MONOMER|	P08373	['|TAX-511145|']	['|UDPNACETYLMURAMATEDEHYDROG-ENZRXN|']	['MurB', 'YijB', 'UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase', 'Protein', 'a protein']	['|EG11205|']	[]	[]	[]	['|GO:0071949|', '|GO:0016491|', '|GO:0071555|', '|GO:0005829|', '|GO:0055114|', '|GO:0051301|', '|GO:0050660|', '|GO:0008360|', '|GO:0007049|', '|GO:0008762|', '|GO:0009252|', '|GO:0005737|']	[]	[]	[]	[]
|MONOMER-19753|	Q8X5N8	['|TAX-83334|']	['|ENZRXN-24657|']	['heme oxygenase (hematinate-forming)', 'ChuS', 'Protein', 'a protein']	['|G-44457|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-3121|	Q9F7E0	['|TAX-135835|']	['|ENZRXN-3284|']	['ChnA', 'Protein', 'a protein']	['|G-2221|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13735|	A4YDT1	['|TAX-43687|']	['|ENZRXN-14676|']	['4-hydroxybutyryl-CoA synthetase (AMP-forming)', 'Hbs', 'Protein', 'a protein']	['|G-10489|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-11694|		['|TAX-3258|']	['|ENZRXN-25974|', '|ENZRXN-12076|']	['styrylpyrone synthase 3', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|YNR012W-MONOMER|	P27515	['|TAX-4932|']	['|ENZRXN-21379|', '|ENZRXN3O-1500|']	['Protein', 'uridine kinase', 'a protein']	['|YNR012W|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16747|	Q6XPU3	['|TAX-34305|']	['|ENZRXN-19393|']	['Protein', 'a protein']	['|G-14595|']	[]	[]	[]	[]	[]	[]	[]	[]
|BSU10140-MONOMER|	P32397	['|TAX-224308|']	['|ENZRXN8J2-1521|']	['HemG', 'HemY', 'Protein', 'a protein', 'coproporphyrinogen III oxidase (coproporphyrin-forming)']	['|BSU10140|']	[]	[]	[]	['|GO:0006782|', '|GO:0055114|', '|GO:0016491|', '|GO:0006779|', '|GO:0005737|', '|GO:0004729|']	[]	[]	[]	[]
|ENSG00000133424-MONOMER|	O95461	['|TAX-9606|']	['|ENZRXN-26211|', '|ENZRXN-26210|', '|ENZRXN-26209|']	['&alpha;-dystroglycan &alpha;1,3-xylosyltransferase/&beta;1,4-glucuronosyltransferase 1', 'acetylglucosaminyltransferase-like 1A', 'Protein', 'a protein', 'glycosyltransferase-like protein LARGE1']	['|HS05762|']	[]	[]	[]	['|GO:0005515|', '|GO:0060538|', '|GO:0046872|', '|GO:0046716|', '|GO:0043403|', '|GO:0043231|', '|GO:0042285|', '|GO:0035269|', '|GO:0030173|', '|GO:0030145|', '|GO:0016757|', '|GO:0016740|', '|GO:0016020|', '|GO:0015020|', '|GO:0009101|', '|GO:0008152|', '|GO:0006688|', '|GO:0003824|', '|GO:0000139|', '|GO:0016021|', '|GO:0005794|', '|GO:0005871|', '|GO:0016051|', '|GO:0016758|', '|GO:0006486|', '|GO:0006044|', '|GO:0008375|']	[]	[]	[]	[]
|MONOMER-19296|		['|ORG-6277|']	[]	['ascopyrone tautomerase monomer', 'Protein', 'a protein']	['|G-44007|']	[]	['|CPLX-8994|']	[]	[]	[]	[]	[]	[]
|MONOMER-8741|	Q6TAS3	['|TAX-4081|']	['|ENZRXN-8931|']	['Protein', 'a protein']	['|G-12101|']	[]	[]	[]	['|GO:0009509|']	[]	[]	[]	[]
|MONOMER-17223|	Q5AVY9	['|TAX-227321|']	['|ENZRXN-20118|']	['Protein', 'cutinase', 'a protein']	['|G-15010|']	[]	[]	[]	[]	[]	[]	[]	[]
|MALX-MONOMER|	P19642	['|TAX-511145|']	['|ENZRXN0-7804|', '|ENZRXN0-7803|']	['Enzyme IIBC<sup>malX</sup>', 'Protein', 'a protein', 'EIIBC<sup>malX</sup>', 'PTS enzyme IIBC component MalX']	['|EG10563|']	[]	[]	[]	['|GO:0090563|', '|GO:0034219|', '|GO:0005515|', '|GO:0009758|', '|GO:0005887|', '|GO:0005363|', '|GO:0015768|', '|GO:0055056|', '|GO:0046323|', '|GO:0016310|', '|GO:0016301|', '|GO:0005886|', '|GO:0016740|', '|GO:0016021|', '|GO:0016020|', '|GO:0008982|', '|GO:0008643|', '|GO:0009401|']	[]	[]	[]	[]
|MONOMER-14863|	P48978	['|TAX-3750|']	['|ENZRXN-16547|']	['endo-polygalacturonase', 'Protein', 'a protein']	['|G-11329|']	[]	[]	[]	[]	[]	[]	[]	[]
|G185E-7675-MONOMER|	P9WKH1	['|TAX-83332|']	['|ENZRXN-17310|']	['Protein', 'a protein']	['|G185E-7675|']	[]	[]	[]	[]	[]	[]	[]	[]
|AT4G14430-MONOMER|	O23299	['|ORG-5993|']	['|ENZRXNQT-10754|']	['delta3, delta2-enoyl-CoA isomerase', 'Protein', 'a protein']	['|AT4G14430|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12298|		['|TAX-33128|']	['|ENZRXN-12922|']	['1,2-dehydroreticuline reductase', 'Protein', 'a protein']	['|G-44245|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|MONOMER-539|	Q50331	['|TAX-272634|']	[]	['F<SUB>1</SUB> &beta; chain', 'membrane-bound ATP synthase, F1 sector, &beta;-subunit', 'AtpD', 'Protein', 'a protein']	['|G-191|']	[]	['|CPLX-1982|']	[]	[]	[]	[]	[]	[]
|MONOMER-19703|	Q8KDH3	['|TAX-194439|']	['|ENZRXN-24558|']	['BciC', 'Protein', 'chlorophyllide <i>a</i> hydrolase', 'a protein']	['|G-44407|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-17728|	Q5ZXH8	['|TAX-272624|']	['|ENZRXN-20972|']	["UDP-<i>N,N'</i>-diacetylbacillosamine 2-epimerase", 'Protein', 'a protein', 'NeuC']	['|G-15416|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14253|	O06928	['|TAX-57040|']	['|ENZRXN-15463|']	['MadH', 'Protein', 'a protein']	['|G-10884|']	[]	['|CPLX-7676|']	[]	[]	[]	[]	[]	[]
|MONOMER-11633|	Q0JH50	['|TAX-4530|']	['|ENZRXN-11970|', '|ENZRXN-11969|', '|ENZRXN-11968|']	['gibberellin 20-oxidase', 'Protein', 'a protein', 'OsGA20ox-2']	['|G-9049|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15391|		['|TAX-3847|']	['|ENZRXN-22044|']	['Protein', 'a protein']	['|G-11789|']	[]	[]	[]	[]	[]	[]	[]	[]
|BASS-MONOMER|	P30844	['|TAX-511145|']	['|ENZRXN0-8572|']	['PmrB', 'DgkR', 'Protein', 'a protein', 'sensor histidine kinase BasS', 'BasS']	['|EG11614|']	[]	[]	[]	['|GO:0010043|', '|GO:0004721|', '|GO:0005887|', '|GO:0046777|', '|GO:0000160|', '|GO:0023014|', '|GO:0016772|', '|GO:0016740|', '|GO:0016310|', '|GO:0016301|', '|GO:0007165|', '|GO:0000166|', '|GO:0010041|', '|GO:0005886|', '|GO:0018106|', '|GO:0016021|', '|GO:0016020|', '|GO:0005524|', '|GO:0004673|', '|GO:0000155|']	['|PHOSPHO-BASS|']	[]	[]	[]
|MONOMER-8523|	Q46338	['|TAX-1720|']	[]	['SoxG', 'sarcosine oxidase &gamma; subunit', 'Protein', 'a protein']	['|G-6483|']	[]	['|CPLX-5101|']	[]	[]	[]	[]	[]	[]
|G6674-MONOMER|	P64423	['|TAX-511145|']	['|ENZRXN0-8430|']	['ZntB', 'Zn<sup>2+</sup>:H<sup>+</sup> symporter', 'YdaN', 'Protein', 'a protein']	['|G6674|']	[]	[]	[]	['|GO:1903830|', '|GO:1902600|', '|GO:0050897|', '|GO:0015095|', '|GO:0015087|', '|GO:0006829|', '|GO:0006824|', '|GO:0000287|', '|GO:0015295|', '|GO:0071578|', '|GO:0005515|', '|GO:0022883|', '|GO:0005887|', '|GO:0071577|', '|GO:0005385|', '|GO:0005886|', '|GO:0016021|', '|GO:0016020|', '|GO:0006811|']	[]	[]	[]	[]
|MONOMER-14743|	Q9KWS3	['|TAX-874293|']	[]	['AmnE', '4-oxalocrotonate decarboxylase monomer', 'Protein', 'a protein']	['|G-11252|']	[]	['|CPLX-7822|']	[]	[]	[]	[]	[]	[]
|MONOMER-17658|		['|TAX-585|']	['|ENZRXN-20838|']	['valine decarboxylase', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20141|	Q8X5N4	['|TAX-83334|']	[]	['anaerobilin reductase monomer', 'Protein', 'a protein', 'ChuY']	['|G-55033|']	[]	['|CPLX-9193|']	[]	[]	[]	[]	[]	[]
|MONOMER-15314|	Q2MJC4	['|ORG-6121|']	['|ENZRXN-17362|']	['Protein', 'a protein']	['|G-11726|']	[]	[]	[]	[]	[]	[]	[]	[]
|G6567-MONOMER|	P75949	['|TAX-511145|']	['|ENZRXN0-6373|', '|ENZRXN0-241|']	['&beta;-N-acetylhexosaminidase', 'NagZ', 'hexosaminidase', 'YcfO', 'Protein', 'a protein']	['|G6567|']	[]	[]	[]	['|GO:0102148|', '|GO:0071555|', '|GO:0008152|', '|GO:0005975|', '|GO:0004553|', '|GO:0005829|', '|GO:0009254|', '|GO:0051301|', '|GO:0016798|', '|GO:0016787|', '|GO:0009252|', '|GO:0008360|', '|GO:0007049|', '|GO:0005737|', '|GO:0004563|']	[]	[]	[]	[]
|MONOMER-18151|	Q7YTB0	['|TAX-7091|']	['|ENZRXN-21995|', '|ENZRXN-21994|']	['ecdysteroid-phosphate phosphatase', 'Protein', 'a protein']	['|G-17658|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|MONOMER-20090|	Q8W3U4	['|TAX-3981|']	['|ENZRXN-25420|']	['rubber <i>cis</i>-polyprenyltransferase HRT2', 'Protein', 'a protein']	['|G-54976|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-181|	P54934	['|TAX-1063|']	['|ENZRXN-483|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|GPT-MONOMER|	P0A9M5	['|TAX-511145|']	[]	['GlyD', 'xanthine-guanine phsophoribosyltransferase', 'Gpt', 'Gxu', 'Protein', 'Gpp', 'a protein']	['|EG10414|']	[]	['|GPT-CPLX|']	[]	['|GO:0032991|', '|GO:0097216|', '|GO:0000287|', '|GO:0051289|', '|GO:0016757|', '|GO:0016740|', '|GO:0009116|', '|GO:0042802|', '|GO:0006166|', '|GO:0016020|', '|GO:0005886|', '|GO:0005829|', '|GO:0032263|', '|GO:0032264|', '|GO:0032265|', '|GO:0046872|', '|GO:0000310|', '|GO:0004422|']	[]	[]	[]	[]
|MONOMER-12226|	Q8PU60	['|TAX-2209|']	[]	['FpoI', 'Protein', 'F<sub>420</sub>H<sub>2</sub> dehydrogenase subunit FpoI', 'a protein']	['|G-9455|']	[]	['|CPLX-7105|']	[]	[]	[]	[]	[]	[]
|GLUC1PURIDYLTRANS-MONOMER|	P0AEP3	['|TAX-511145|']	[]	['GalU', 'UTP&mdash;glucose-1-phosphate uridylyltransferase', 'Protein', 'a protein', 'YchD']	['|EG11319|']	[]	['|CPLX0-8205|']	[]	['|GO:0032991|', '|GO:1900727|', '|GO:0042802|', '|GO:0009244|', '|GO:0016779|', '|GO:0016740|', '|GO:0009058|', '|GO:0000287|', '|GO:0033499|', '|GO:0005829|', '|GO:0006011|', '|GO:0003983|', '|GO:0009242|']	[]	[]	[]	[]
|EG10114-MONOMER|	P11988	['|TAX-511145|']	['|ENZRXN0-6453|', '|ENZRXN0-6449|', '|ENZRXN0-764|']	['6-phospho-b-D-glucosyl-(1,4)-D-glucose glucohydrolase', '6-phospho-&beta;-glucosidase B, cryptic', 'phosphocellobiase', '6-phospho-&beta;-glucosidase B', 'phospho-&beta;-glucosidase B, cryptic', '6-phospho-b-glucosidase', 'BlgA', 'Protein', 'a protein', 'BglB', 'phospho-b-glucosidase']	['|EG10114|']	[]	[]	[]	['|GO:0016052|', '|GO:0103047|', '|GO:0008422|', '|GO:0005829|', '|GO:0005975|', '|GO:0004553|', '|GO:0016798|', '|GO:0016787|', '|GO:0008152|', '|GO:0008706|']	[]	[]	[]	[]
|DISULFOXRED-MONOMER|	P0AEG4	['|TAX-511145|']	['|ENZRXN0-8622|']	['thiol:disulfide oxidoreductase DsbA', 'IarA', 'Dsf', 'DsbA', 'PpfA', 'Protein', 'a protein', 'protein disulfide oxidoreductase DsbA']	['|EG11297|']	[]	[]	[]	['|GO:0005623|', '|GO:0003756|', '|GO:0055114|', '|GO:0042597|', '|GO:0045454|', '|GO:0071236|', '|GO:0030288|', '|GO:0015035|', '|GO:0005515|']	['|MONOMER0-4438|', '|MONOMER0-4152|']	[]	[]	[]
|MONOMER66-341|	P04040	['|TAX-9606|']	[]	['catalase monomer', 'Protein', 'a protein']	['|HS04513|']	[]	['|CPLX66-121|']	[]	[]	[]	[]	[]	[]
|MTR.40725.1.S1_AT-MONOMER|		['|TAX-3880|']	[]	['mannose-6-phosphate isomerase', 'Protein', 'a protein']	['|MTR.40725.1.S1_AT|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20509|	Q988C9	['|TAX-381|']	['|ENZRXN-26360|']	['Protein', '4-pyridoxic acid dehydrogenase', 'a protein', '4-pyridoxate dehydrogenase']	['|G-58298|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12771|	Q675K8	['|TAX-3329|']	['|ENZRXN-13554|']	['(<i>trans</i>,<i>trans</i>)-&alpha;-farnesene synthase', 'Protein', 'a protein']	['|G-9786|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20559|		['|TAX-5060|']	['|ENZRXN-26557|']	['pectin monosaccharide-lyase', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|RHTB-MONOMER|	P0AG34	['|TAX-511145|']	['|TRANS-ENZRXN-212|', '|TRANS-ENZRXN-212A|', '|ENZRXN0-8405|']	['RhtB', 'YigK', 'L-homoserine/L-homoserine lactone/L-threonine exporter', 'Protein', 'a protein']	['|EG11469|']	[]	[]	[]	['|GO:0015171|', '|GO:0003333|', '|GO:0005887|', '|GO:0015291|', '|GO:0015565|', '|GO:0015826|', '|GO:0006865|', '|GO:0042968|', '|GO:0042970|', '|GO:0005886|', '|GO:0016021|', '|GO:0016020|']	[]	[]	[]	[]
|MONOMER-15802|	Q9KRL4	['|TAX-666|']	['|ENZRXN-18055|']	['carboxynorspermidine decarboxylase', 'Protein', 'CANSDC', 'a protein']	['|G-12134|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12838|		['|TAX-3988|']	['|ENZRXN-13679|']	['PFK<sub>p</sub>', 'ATP:fructose 6-phosphate 1-phosphotransferase', 'Protein', 'a protein', 'chloroplastic 6-phosphofructokinase']	[]	[]	[]	[]	['|GO:0009507|']	[]	[]	[]	[]
|MONOMER-18499|	Q07994	['|TAX-7370|']	['|ENZRXN-22564|']	['Protein', 'a protein']	['|G-17974|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16222|	B6CWJ4	['|TAX-1927|']	[]	['ToyK', 'Protein', 'a protein']	['|G-12517|']	[]	['|CPLX-8239|']	[]	[]	[]	[]	[]	[]
|SCO5087-MONOMER|		['|TAX-100226|']	[]	['ketosynthase', 'KS<sub>&alpha;</sub>', 'ketoacyl synthase', 'KS', 'ActI-1', 'Protein', 'a protein', 'actinorhodin polyketide &beta;-ketoacyl synthase &alpha; subunit']	['|SCO5087|']	[]	['|CPLX1A0-6334|']	[]	[]	[]	[]	[]	[]
|HS03158-MONOMER|	Q92800	['|TAX-9606|']	['|ENZRXN66-5130|']	['histone-lysine N-methyltransferase KMT6B', 'histone-lysine N-methyltransferase EZH1', 'ENX-2', 'Protein', 'a protein', 'enhancer of zeste homolog 1']	['|HS03158|']	[]	[]	[]	['|GO:0070734|', '|GO:0045944|', '|GO:0035098|', '|GO:0032259|', '|GO:0021766|', '|GO:0018024|', '|GO:0016740|', '|GO:0016569|', '|GO:0009653|', '|GO:0008168|', '|GO:0006355|', '|GO:0006351|', '|GO:0005654|', '|GO:0005634|', '|GO:0003682|']	[]	[]	[]	[]
|EG11231-MONOMER|	P0A7Q1	['|TAX-511145|']	[]	['RpmI', 'X1 protein', '50S ribosomal subunit protein L35', '50S ribosomal subunit protein A', 'Protein', 'a protein']	['|EG11231|']	[]	['|CPLX0-3962|']	[]	['|GO:0015934|', '|GO:0005829|', '|GO:0005840|', '|GO:0006412|', '|GO:0022625|', '|GO:0003735|']	[]	[]	[]	[]
|MONOMER-15862|	Q9LEN0	['|TAX-3225|']	['|ENZRXN-18168|', '|ENZRXN-18167|', '|ENZRXN-18166|', '|ENZRXN-18165|']	['Protein', 'acyl-lipid 6-desaturase/acetylenase', 'a protein']	['|G-12185|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20941|	A0A1X9WE57	['|TAX-511|']	['|ENZRXN-27316|']	['maleamate amidohydrolase', 'Protein', 'PicF', 'a protein']	['|G-80469|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18888|	F5HN72	['|TAX-5062|']	['|ENZRXN-23125|']	['Protein', 'a protein', '&beta;-cyclopiazonate oxidocyclase']	['|G-34591|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13310|		['|TAX-5656|']	[]	['pyruvate dehydrogenase dihydrolipoamide acetyltransferase component', 'Protein', 'a protein']	[]	[]	['|CPLX-7461|']	[]	[]	[]	[]	[]	[]
|MONOMER-13259|	Q02431	['|TAX-1063|']	[]	['Protein', 'chlorophyllide <i>a</i> reductase X subunit', 'a protein', 'BchX']	['|G-44430|']	[]	['|CPLX-9068|']	[]	[]	[]	[]	[]	[]
|HS07937-MONOMER|	Q9Y663	['|TAX-9606|']	['|ENZRXN66-6182|']	['h3-OST-3A', 'heparan sulfate 3-O-sulfotransferase 3A1', 'Protein', 'a protein', 'heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1', '[heparan sulfate]-glucosamine 3-<i>O</i>-sulfotransferase 3A1']	['|HS07937|']	[]	[]	[]	['|GO:0000139|']	[]	[]	[]	[]
|MONOMER-18556|	U6C7C6	['|TAX-85439|']	['|ENZRXN-22646|', '|ENZRXN-22644|']	['anthocyanin 7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside) glucosyltransferase (acyl-glucose dependent)', 'Protein', 'a protein']	['|G-18029|']	[]	[]	[]	['|GO:0005773|']	[]	[]	[]	[]
|AT1G75330-MONOMER|	O50039	['|ORG-5993|']	['|ENZRXN-13444|']	['Protein', 'a protein']	['|AT1G75330|']	[]	[]	[]	[]	[]	[]	[]	[]
|TYRS-MONOMER|	P0AGJ9	['|TAX-511145|']	[]	['tyrosine&mdash;tRNA ligase', 'Protein', 'TyrS', 'a protein']	['|EG11043|']	[]	['|TYRS-CPLX|']	[]	['|GO:0043039|', '|GO:0042803|', '|GO:0005737|', '|GO:0006437|', '|GO:0006418|', '|GO:0005829|', '|GO:0016874|', '|GO:0006412|', '|GO:0005524|', '|GO:0004812|', '|GO:0003723|', '|GO:0000166|', '|GO:0004831|']	[]	[]	[]	[]
|MONOMER-16283|	Q9HHC8	['|TAX-91619|']	['|ENZRXN-18796|', '|ENZRXN-18795|']	['cyclodextrinase', 'CgtB', 'Protein', 'a protein']	['|G-12564|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-302|	Q01284	['|TAX-5141|']	[]	['nitronate monooxygenase subunit', 'Protein', 'a protein']	['|G-9612|']	[]	['|CPLX-482|']	[]	[]	[]	[]	[]	[]
|MONOMER-13717|	A4YD23	['|TAX-43687|']	[]	['Protein', 'acyl CoA carboxylase biotin carboxylase subunit', 'a protein']	['|G-10475|']	[]	['|CPLX-7575|']	[]	[]	[]	[]	[]	[]
|HS03772-MONOMER|	Q04446	['|TAX-9606|']	['|ENZRXN-12156|']	['Protein', 'a protein', '1,4-&alpha;-glucan branching enzyme']	['|HS03772|']	[]	[]	[]	[]	[]	[]	[]	[]
|YMR296C-MONOMER|	P25045	['|TAX-4932|']	[]	['serine palmitoyltransferase', 'Protein', 'a protein']	['|YMR296C|']	[]	['|CPLX-8571|']	[]	[]	[]	[]	[]	[]
|MONOMER-16718|	P38419	['|TAX-4530|']	['|ENZRXN-19361|', '|ENZRXN-19360|']	['lipoxygenase', 'Protein', 'a protein']	['|G-14575|']	[]	[]	[]	[]	[]	[]	[]	[]
|EG11383-MONOMER|	P0ABU5	['|TAX-511145|']	['|ENZRXN0-8333|']	['low activity glyoxalase ElbB', 'ElbB', 'sigma cross-reacting protein 27A (SCRP-27A)', 'Protein', 'a protein', 'isoprenoid biosynthesis protein with amidotransferase-like domain', 'YhbL', 'YzzB']	['|EG11383|']	[]	[]	[]	['|GO:0016829|', '|GO:0005829|', '|GO:0045828|', '|GO:0008299|']	[]	[]	[]	[]
|ENSG00000121039-MONOMER|	Q8IZV5	['|TAX-9606|']	['|ENZRXN-19478|', '|ENZRXN-19424|']	['retinol dehydrogenase 10', 'Protein', 'a protein']	['|HS13010|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-19280|	D7PHZ6	['|TAX-36650|']	['|ENZRXN-23778|']	['desmethylanthrotainin 5-hydroxylase', 'Protein', 'a protein']	['|G-43991|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20993|		['|TAX-49450|']	['|ENZRXN-27380|']	['cardenolide glucohydrolase II', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-17204|	Q8VQF4	['|TAX-57706|']	[]	['CinC', 'cindoxin', 'Protein', 'a protein']	['|G-14996|']	[]	['|CPLX-8447|']	[]	[]	[]	[]	[]	[]
|LYXK-MONOMER|	P37677	['|TAX-511145|']	[]	['XylK', 'SgbK', 'LyxK', 'Lyx', 'Protein', 'a protein', 'YiaP', 'L-xylulose kinase']	['|EG12284|']	[]	['|LYXK-CPLX|']	[]	['|GO:0042803|', '|GO:0046835|', '|GO:0005829|', '|GO:0016773|', '|GO:0016740|', '|GO:0016301|', '|GO:0005975|', '|GO:0016310|', '|GO:0005524|', '|GO:0000166|', '|GO:0019324|', '|GO:0008744|']	[]	[]	[]	[]
